train_slots,rollout_index,updates,train_return,train_mean_slot_Rsys,train_satisfaction,train_cr,train_arrived,train_done,train_timeout,train_rejected,train_system_delay_overhead_s_per_slot,train_delay_sum_s,train_avg_completed_e2e_delay_s,train_p95_completed_e2e_delay_s,train_delay_samples,train_system_energy_overhead_kj_per_slot,train_total_dynamic_energy_j,train_energy_comp_j,train_energy_trans_j,train_cumulative_lifetime_loss,train_cum_hl_mean_satellite,train_avg_hl_per_sat_slot,train_avg_dod,train_n_slots
4736,73,74,394.69254920498247,6.167071081327851,0.7774524158125915,0.7774524158125915,1366,1062,298,0,54.171875,3467.0,3.2645951035781544,5.0,1062,0.03236696928104307,2071.486033986757,2030.9177832960215,40.56825069073538,0.013164113842565564,0.0005265645537026226,8.227571151603478e-06,0.18922903271568942,64
4800,74,75,432.00397838618574,6.750062162284152,0.7919556171983356,0.7919556171983356,1442,1142,290,0,57.875,3704.0,3.2434325744308232,5.0,1142,0.033776355674464,2161.686763165696,2120.8415178929863,40.84524527270896,0.012965974042088496,0.0005186389616835399,8.10373377630531e-06,0.18600249782122658,64
4864,75,76,414.37336720899856,6.4745838626406025,0.7846481876332623,0.7846481876332623,1407,1104,296,0,55.59375,3558.0,3.222826086956522,5.0,1104,0.033307665965536984,2131.690621794367,2093.7947438647493,37.89587792961688,0.012466445358430306,0.0004986578143372123,7.791528349018941e-06,0.18264893732166682,64
4928,76,77,407.6732161185806,6.369894001852822,0.7951719092904169,0.7951719092904169,1367,1087,299,0,53.96875,3454.0,3.177552897884085,5.0,1087,0.02972227051530633,1902.2253129796052,1863.215322122996,39.00999085660926,0.011082526628814477,0.0004433010651525791,6.926579143009048e-06,0.17907823413275414,64
4992,77,78,410.2875703247795,6.41074328632468,0.7722143864598026,0.7722143864598026,1418,1095,298,0,55.046875,3523.0,3.217351598173516,5.0,1095,0.03226965528909761,2065.257938502247,2026.0343725738608,39.22356592838608,0.01225375755639594,0.0004901503022558376,7.658598472747463e-06,0.17538096136564774,64
5056,78,79,455.32813964152285,7.114502181898795,0.8269096005606167,0.8269096005606167,1427,1180,261,0,58.875,3768.0,3.1932203389830507,5.0,1180,0.034190258106294814,2188.176518802868,2150.6041657962646,37.57235300660382,0.012604122021749212,0.0005041648808699685,7.877576263593258e-06,0.17159746763867462,64
5120,79,80,420.7080781948477,6.573563721794495,0.7876230661040787,0.7876230661040787,1422,1120,300,0,54.453125,3485.0,3.111607142857143,5.0,1120,0.03342068882102587,2138.9240845456557,2101.6206149420627,37.30346960359226,0.0123197384590619,0.000492789538362476,7.699836536913688e-06,0.16784189798373256,64
5184,80,81,426.73266379826043,6.667697871847819,0.7949260042283298,0.7949260042283298,1419,1128,291,0,55.28125,3538.0,3.1365248226950353,5.0,1128,0.03383194916268394,2165.244746411772,2128.492460012075,36.75228639969749,0.011972934473154413,0.0004789173789261765,7.483084045721508e-06,0.16405346279451863,64
5248,81,82,420.1703890389713,6.565162328733926,0.7961511047754811,0.7961511047754811,1403,1117,300,0,54.484375,3487.0,3.1217547000895256,5.0,1117,0.03438252298488104,2200.4814710323863,2164.0489668465457,36.432504185840635,0.012100295289998474,0.00048401181159993896,7.562684556249046e-06,0.16046525187921865,64
5312,82,83,400.3199160415535,6.254998688149273,0.7763157894736842,0.7763157894736842,1368,1062,281,0,50.703125,3245.0,3.0555555555555554,5.0,1062,0.034264586682491056,2192.9335476794276,2157.578132392741,35.355415286686934,0.011323079554569024,0.000452923182182761,7.076924721605641e-06,0.15776603234068332,64
5376,83,84,424.5118028715247,6.632996919867574,0.812002892263196,0.812002892263196,1383,1123,290,0,53.8125,3444.0,3.066785396260018,5.0,1123,0.036227193606090925,2318.5403907898194,2284.897078781983,33.64331200783583,0.011958877063680607,0.0004783550825472243,7.4742981648003795e-06,0.1557975670650332,64
