train_slots,rollout_index,updates,train_return,train_mean_slot_Rsys,train_satisfaction,train_cr,train_arrived,train_done,train_timeout,train_rejected,train_system_delay_overhead_s_per_slot,train_delay_sum_s,train_avg_completed_e2e_delay_s,train_p95_completed_e2e_delay_s,train_delay_samples,train_system_energy_overhead_kj_per_slot,train_total_dynamic_energy_j,train_energy_comp_j,train_energy_trans_j,train_cumulative_lifetime_loss,train_cum_hl_mean_satellite,train_avg_hl_per_sat_slot,train_avg_dod,train_n_slots
2816,43,44,411.43316355271776,6.428643180511215,0.7972582972582972,0.7972582972582972,1386,1105,282,0,52.921875,3387.0,3.065158371040724,5.0,1105,0.033569698623658835,2148.4607119141656,2113.456543833365,35.00416808080131,0.0190398225976319,0.000761592903905276,1.1899889123519937e-05,0.28655864926139274,64
2880,44,45,406.85835538442075,6.357161802881574,0.7822128851540616,0.7822128851540616,1428,1117,331,0,54.5,3488.0,3.1226499552372426,5.0,1117,0.03349655597977598,2143.7795827056625,2104.8360409447264,38.94354176093526,0.018840140808973886,0.0007536056323589554,1.1775088005608678e-05,0.284886503652223,64
2944,45,46,386.6965737856861,6.042133965401345,0.7722987672226251,0.7722987672226251,1379,1065,312,0,51.625,3304.0,3.1023474178403756,5.0,1065,0.034559978676400316,2211.83863528962,2176.3856635904435,35.452971699177475,0.020707327469149772,0.0008282930987659908,1.2942079668218607e-05,0.2830956905196126,64
3008,46,47,407.51573133697383,6.367433302140216,0.7882018479033405,0.7882018479033405,1407,1109,301,0,54.65625,3498.0,3.1541929666366095,5.0,1109,0.032845708681171766,2102.125355594993,2064.1299649420653,37.99539065292788,0.02154255646608955,0.000861702258643582,1.346409779130597e-05,0.2810969668967789,64
3072,47,48,411.2371852049534,6.425581018827397,0.7938439513242663,0.7938439513242663,1397,1109,283,0,54.28125,3474.0,3.1325518485121733,5.0,1109,0.03196057965921543,2045.4770981897873,2007.8780364320892,37.59906175769768,0.020993822213582022,0.0008397528885432809,1.3121138883488764e-05,0.27876174522097485,64
3136,48,49,398.28150372113487,6.223148495642732,0.7850940665701881,0.7850940665701881,1382,1085,303,0,53.28125,3410.0,3.142857142857143,5.0,1085,0.032176293938285465,2059.28281205027,2021.6299387568413,37.652873293428875,0.018996120090459354,0.0007598448036183741,1.1872575056537095e-05,0.27616512989484626,64
3200,49,50,391.74917473331016,6.121080855207971,0.7572413793103449,0.7572413793103449,1450,1098,354,0,56.375,3608.0,3.285974499089253,5.0,1098,0.033507836661488814,2144.5015463352843,2101.545817107185,42.95572922809942,0.02148344343098459,0.0008593377372393835,1.3427152144365368e-05,0.2733512589247211,64
3264,50,51,393.12730619661863,6.142614159322166,0.7801470588235294,0.7801470588235294,1360,1061,283,0,56.046875,3587.0,3.3807728557964185,5.0,1061,0.030044959118858905,1922.87738360697,1881.2365709691228,41.64081263784724,0.017468169487888,0.00069872677951552,1.091760592993e-05,0.2702439961874114,64
3328,51,52,409.8663081613689,6.404161065021389,0.7669172932330827,0.7669172932330827,1463,1122,331,0,59.5,3808.0,3.393939393939394,5.0,1122,0.03289226428151309,2105.1049140168375,2059.4352667741487,45.66964724268847,0.01817160291842967,0.0007268641167371869,1.1357251824018545e-05,0.2669905890504868,64
3392,52,53,414.87147048537855,6.48236672633404,0.7943661971830986,0.7943661971830986,1420,1128,315,0,58.078125,3717.0,3.2952127659574466,5.0,1128,0.033785396263897365,2162.265360889431,2121.121463902049,41.14389698738178,0.0189827139880485,0.0007593085595219399,1.1864196242530312e-05,0.2636022195335367,64
