train_slots,rollout_index,updates,train_return,train_mean_slot_Rsys,train_cr,train_arrived,train_done,train_timeout,train_rejected,train_avg_delay_s,train_p95_delay_s,train_delay_samples,train_total_energy_j,train_energy_comp_j,train_energy_trans_j,train_avg_energy_j_per_slot,train_cum_hl_mean_satellite,train_cum_hl_system,train_avg_hl_per_sat_slot,train_avg_dod,train_n_slots
15744,245,15720,-343.1016840237173,-5.360963812870583,0.8014184397163121,987,791,206,0,3.694058154235145,6.0,791,6579.9509426384575,6551.044569433563,28.906373204894447,102.8117334787259,0.005073090101113454,0.12682725252783636,7.926703282989772e-05,0.4111928200979347,64
15808,246,15784,-294.93114308970894,-4.608299110776702,0.802013422818792,894,717,171,0,3.5509065550906556,6.0,717,5202.966450984855,5179.5643655641925,23.402085420660573,81.29635079663836,0.004454742805502675,0.11136857013756687,6.96053563359793e-05,0.4104502604119144,64
15872,247,15848,-251.5326032488082,-3.930196925762628,0.7767195767195767,945,734,213,0,3.870572207084469,6.0,734,4787.996154351461,4758.5623164501185,29.433837901341978,74.81243991174158,0.004012514906431643,0.10031287266079109,6.269554541299443e-05,0.4087578589751104,64
15936,248,15912,-268.796328127693,-4.199942626995203,0.7384105960264901,906,669,226,0,3.9312406576980568,6.0,669,4925.890803002191,4896.499816099205,29.390986902982288,76.96704379690924,0.004012521763723883,0.10031304409309709,6.269565255818568e-05,0.4073242742797375,64
16000,249,15976,-232.72992888850646,-3.6364051388829135,0.7671232876712328,876,672,203,0,4.0,6.0,672,4764.168003786475,4733.428497164727,30.739506621749186,74.44012505916368,0.0036869854091412463,0.09217463522853116,5.7609147017831974e-05,0.4067633269978883,64
16064,250,16040,-280.9441704544409,-4.389752663350639,0.7667410714285714,896,687,209,0,4.11353711790393,7.0,687,5128.438465838907,5096.992309112143,31.44615672676544,80.13185102873292,0.004197240203413386,0.10493100508533464,6.558187817833415e-05,0.4065371738106017,64
16128,251,16104,-282.7753419985736,-4.418364718727712,0.7597883597883598,945,718,236,0,3.967966573816156,6.0,718,5831.378005240446,5800.2627632361555,31.11524200428583,91.11528133188197,0.004259324632637867,0.10648311581594666,6.655194738496667e-05,0.40684141949796737,64
16192,252,16168,-298.1127612298708,-4.658011894216731,0.7526096033402923,958,721,230,0,4.054091539528433,6.0,721,5718.2764918063995,5686.171574292402,32.104917513994295,89.34807018447499,0.004425011385148264,0.1106252846287066,6.914080289294163e-05,0.407496965975301,64
16256,253,16232,-259.49245441987085,-4.054569600310482,0.7520408163265306,980,737,231,0,3.9308005427408412,6.0,737,5040.923293697227,5009.313174103272,31.610119593951996,78.76442646401917,0.0040777463694411185,0.10194365923602797,6.371478702251748e-05,0.40808319439063157,64
16320,254,16296,-267.59327969835795,-4.181144995286843,0.7658643326039387,914,700,225,0,4.0128571428571425,6.0,700,5484.784537987936,5455.097844242129,29.686693745806092,85.6997584060615,0.004074679084800315,0.10186697712000786,6.366686070000492e-05,0.4081756486714584,64
16384,255,16360,-238.23279195478872,-3.722387374293574,0.7859495060373216,911,716,196,0,3.9427374301675977,6.0,716,5228.381471039845,5200.127892094737,28.253578945110792,81.69346048499757,0.0038565220480817047,0.09641305120204262,6.0258157001276635e-05,0.40898618773084305,64
16448,256,16424,-177.30580111025515,-2.7704031423477367,0.8020361990950227,884,709,184,0,3.794076163610719,6.0,709,5103.72524430365,5077.909967918112,25.8152763855391,79.74570694224452,0.0032463750713127197,0.081159376782818,5.0724610489261246e-05,0.40962001317178576,64
16512,257,16488,-269.5656197386454,-4.2119628084163345,0.7722342733188721,922,712,211,0,3.856741573033708,6.0,712,5579.7374458680315,5551.078820768009,28.65862510002388,87.18339759168799,0.004142189286244511,0.10355473215611277,6.472170759757048e-05,0.40995667064008945,64
16576,258,16552,-279.719294138158,-4.370613970908718,0.7844374342797056,951,746,205,0,3.742627345844504,6.0,746,6437.051765311249,6410.267489103401,26.784276207845537,100.57893383298827,0.004333925621763661,0.10834814054409153,6.77175878400572e-05,0.4120244471782424,64
16640,259,16616,-308.0061462790933,-4.812596035610833,0.8266384778012685,946,782,164,0,3.604859335038363,6.0,782,7264.701187927919,7240.495081007791,24.20610692013356,113.51095606137373,0.004751213130361194,0.11878032825902984,7.423770516189365e-05,0.4151940078440391,64
16704,260,16680,-336.051315178388,-5.250801799662312,0.8240837696335078,955,787,173,0,3.687420584498094,6.0,787,5852.799978250994,5827.881094349346,24.918883901648694,91.44999966017178,0.005031280314107901,0.12578200785269752,7.861375490793595e-05,0.41655077473390967,64
