train_slots,rollout_index,updates,train_return,train_mean_slot_Rsys,train_cr,train_arrived,train_done,train_timeout,train_rejected,train_avg_delay_s,train_p95_delay_s,train_delay_samples,train_total_energy_j,train_energy_comp_j,train_energy_trans_j,train_avg_energy_j_per_slot,train_cum_hl_mean_satellite,train_cum_hl_system,train_avg_hl_per_sat_slot,train_avg_dod,train_n_slots
64,0,1,-126.03101428178512,-1.9692345981528925,0.7491712707182321,905,678,176,0,3.6002949852507373,6.0,678,4666.937999003589,4642.672397093254,24.265601910332364,72.92090623443107,0.002671483712430718,0.06678709281076795,4.1741933006729966e-05,0.3602695504006264,64
128,1,2,-164.22268981486224,-2.5659795283572224,0.7694770544290288,937,721,219,0,3.690707350901526,6.0,721,5355.657780641406,5328.746783523185,26.910997118217274,83.68215282252197,0.0031030426593882795,0.07757606648470698,4.848504155294187e-05,0.35788945107270215,64
192,2,3,-138.91270680201043,-2.170511043781413,0.7723577235772358,861,665,187,0,3.8721804511278197,6.0,665,4673.548526821265,4646.794462584844,26.75406423642207,73.02419573158227,0.0027539544965656877,0.06884886241414219,4.303053900883887e-05,0.3556615832505222,64
256,3,4,-151.44777400259363,-2.3663714687905255,0.7882736156351792,921,726,195,0,3.831955922865014,6.0,726,5223.882096710328,5196.017032082633,27.865064627700864,81.62315776109888,0.003016052475650237,0.07540131189125593,4.7125819932034954e-05,0.3529705439285913,64
320,4,5,-162.14155236874143,-2.533461755761585,0.8013468013468014,891,714,181,0,3.7661064425770308,6.0,714,5472.663755658208,5446.448784865798,26.214970792411624,85.5103711821595,0.0031121567041708775,0.07780391760427194,4.862744850266996e-05,0.35095482518821636,64
384,5,6,-164.1699605888847,-2.5651556342013233,0.8077360637087599,879,710,175,0,3.8197183098591547,6.0,710,5297.767137461687,5273.325550594505,24.441586867180966,82.77761152283885,0.0031286321119648056,0.07821580279912015,4.888487674945009e-05,0.34945175286492447,64
448,6,7,-149.90017165737413,-2.342190182146471,0.8054968287526427,946,762,181,0,3.7493438320209975,6.0,762,5527.383020101194,5500.179801801222,27.2032182999735,86.36535968908116,0.003102666094003467,0.07756665235008667,4.847915771880417e-05,0.3486264167528077,64
512,7,8,-137.39174338469374,-2.1467459903858397,0.7848699763593381,846,664,191,0,3.677710843373494,6.0,664,4965.287588006193,4941.605021187356,23.682566818837486,77.58261856259676,0.0027318708484261743,0.06829677121065436,4.2685482006658974e-05,0.3479990719318276,64
576,8,9,-171.299421810363,-2.6765534657869217,0.7847682119205298,906,711,196,0,3.818565400843882,6.0,711,5282.3174608383115,5254.589295261442,27.72816557686902,82.53621032559862,0.003176819379758283,0.07942048449395707,4.963780280872317e-05,0.34963891890946575,64
640,9,10,-195.39531382365658,-3.053051778494634,0.7697368421052632,912,702,210,0,3.801994301994302,6.0,702,5673.374092466316,5646.142724496475,27.23136796984187,88.64647019478619,0.0033817664620043237,0.08454416155010809,5.284010096881756e-05,0.35280961423557,64
704,10,11,-185.78825351617107,-2.902941461190173,0.7444933920704846,908,676,215,0,3.856508875739645,6.0,676,5042.5765494247225,5014.499498446611,28.07705097811052,78.79025858476129,0.003214980065440042,0.08037450163600104,5.0234063522500655e-05,0.3571145018832015,64
768,11,12,-203.08054793874632,-3.1731335615429113,0.7744444444444445,900,697,205,0,3.922525107604017,6.0,697,5312.217243097308,5284.542923188857,27.674319908450794,83.00339442339543,0.003450778071949169,0.08626945179872923,5.391840737420577e-05,0.36117106772654184,64
832,12,13,-258.64269088804826,-4.041292045125754,0.7626752966558792,927,707,227,0,3.898161244695898,6.0,707,5570.758911871915,5543.062651184361,27.696260687553195,87.04310799799867,0.0040032895159525855,0.10008223789881464,6.255139868675915e-05,0.36508879011075046,64
896,13,14,-275.18261706464534,-4.2997283916350835,0.7743271221532091,966,748,216,0,3.935828877005348,6.0,748,5634.661575200236,5603.72821148518,30.93336371505482,88.04158711250369,0.004279666346941621,0.10699165867354052,6.686978667096283e-05,0.37057996996901155,64
960,14,15,-345.55085399378976,-5.399232093652965,0.7746781115879828,932,722,220,0,3.934903047091413,6.0,722,5979.210358730542,5949.905859622526,29.304499108018355,93.42516185516472,0.004917006686829632,0.1229251671707408,7.6828229481713e-05,0.3769754514331446,64
1024,15,16,-328.62021911793636,-5.134690923717756,0.7714285714285715,945,729,202,0,3.9135802469135803,6.0,729,6158.281971737286,6129.692354243564,28.589617493718283,96.22315580839509,0.004785411243505828,0.1196352810876457,7.477205067977857e-05,0.38306482235494477,64
1088,16,17,-398.2520994750784,-6.2226890542981,0.7581632653061224,980,743,216,0,3.908479138627187,6.0,743,5558.063024295884,5527.734371135289,30.328653160593113,86.84473475462319,0.005494785530488391,0.13736963826220977,8.585602391388111e-05,0.38912077128773975,64
1152,17,18,-332.72321552516587,-5.198800242580717,0.7860262008733624,916,720,224,0,3.9541666666666666,6.0,720,5347.19160247779,5318.483329570685,28.708272907107002,83.54986878871547,0.0047796481802070525,0.11949120450517631,7.46820028157352e-05,0.39497408128148925,64
